X,Y,OBJECTID,AIC,LifeboatStationNameProper,LaunchTime,YearOfCall,LifeboatClass,LifeboatNumber,RoSType,CasualtyCategory,CasualtyTypeFull,ReasonForLaunch,OutcomeOfService,Activity,VisibilityAtIncident,WeatherAtIncident,SeaConditionsAtIncident,WeatherAtLaunch,VisibilityAtLaunch,WindDirectionAtLaunch,SeaConditionsAtLaunch,DateOfLaunch,ROSNumber,GlobalID,CreationDate,Creator,EditDate,Editor
-9.0417,53.2667,368,Waterside activity - On shore,GALWAY,02:47:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,FAIR,CLOUDY,SLIGHT,CLOUDY,FAIR,180,SLIGHT,2016/01/31 00:00:00+00,,{624955E5-E8A1-4826-8CB6-9AFC7F2DB50E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.97,53.27,369,Hoax and false alarm,GALWAY,14:22:00,2016,ATLANTIC 85,B-853,ILB,OTHER,Object in the sea,Marine Debris or Object,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,CHOPPY,CLOUDY,GOOD,203,CHOPPY,2016/01/03 00:00:00+00,,{1DDE1A09-356C-4CC8-A6CD-3FB294C4DB59},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9917,53.2383,370,Person in water,GALWAY,12:38:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person recovery,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,CHOPPY,CLOUDY,GOOD,338,CHOPPY,2016/01/07 00:00:00+00,,{5380CBF0-02C1-45F7-B817-6B35965F40B6},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0633,53.2583,487,Waterside activity - On shore,GALWAY,02:40:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person in distress,Others assisted casualty,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,0,CALM,2016/02/15 00:00:00+00,,{7BAC4A4E-4E97-4F40-B347-19DB703E5FA5},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2583,657,Waterside activity - On shore,GALWAY,12:00:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,225,SMOOTH,2016/01/02 00:00:00+00,,{37686FA6-0634-4EEB-856C-106046C1BC67},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.09,53.255,802,Person in distress,GALWAY,13:24:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,203,CALM,2016/03/10 00:00:00+00,,{2ADA6193-53D2-48DD-8EA3-09D8F1D29A95},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9917,53.2383,852,Person in distress,GALWAY,10:22:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,180,CALM,2016/03/18 00:00:00+00,,{DFF5C17A-FF48-4782-A9C0-23846E08F088},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2583,862,Person in distress,GALWAY,18:14:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Others assisted casualty,SUSPECTED SELF HARM,GOOD,CLEAR SKY,SMOOTH,CLEAR SKY,GOOD,0,SMOOTH,2016/03/10 00:00:00+00,,{F9541D75-5309-4680-AD46-D14F32B63E0A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0667,53.2583,863,Hoax and false alarm,GALWAY,23:10:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,0,CALM,2016/03/10 00:00:00+00,,{0C26D55B-6946-41DB-83D4-9C3E29869F8C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2417,1140,Hoax and false alarm,GALWAY,13:10:00,2016,ATLANTIC 85,B-853,ILB,OTHER,Object in the sea,Marine Debris or Object,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,90,CALM,2016/04/04 00:00:00+00,,{7101C33B-BB58-412F-8ADD-4A9BABCA1EFC},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1417,53.2433,1142,Hoax and false alarm,GALWAY,18:59:00,2016,ATLANTIC 85,B-853,ILB,OTHER,Object in the sea,Marine Debris or Object,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,270,SLIGHT,2016/03/30 00:00:00+00,,{962ECA67-E0C4-4076-944E-22D48465A313},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2417,1143,Person in distress,GALWAY,14:00:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,ROUGH,PART CLOUDY,GOOD,225,ROUGH,2016/03/25 00:00:00+00,,{BCF0E65D-2636-484E-B8E9-0C9A0981F425},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2417,1144,Person in distress,GALWAY,10:30:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2016/03/11 00:00:00+00,,{2487B212-CAC1-4559-A56F-425B4F638415},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2583,1255,Person in distress,GALWAY,11:45:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person (other),Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,225,SMOOTH,2016/04/09 00:00:00+00,,{2CADB20C-29B8-479D-B90E-5E8B2D3694FB},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9667,53.2417,1263,"Sailing - Fire, explosion, capsize or collision",GALWAY,11:45:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Fire,Others assisted casualty,AT ANCHOR / MOORED / ALONGSIDE,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,225,SMOOTH,2016/04/09 00:00:00+00,,{EBAF5BE2-12CB-4FFE-838E-1BC6158659D0},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2583,1292,Person in distress,GALWAY,13:00:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2016/03/11 00:00:00+00,,{03AF53D2-779F-4A79-8A58-A535E2491142},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2417,1293,Person in distress,GALWAY,08:15:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,270,CALM,2016/04/03 00:00:00+00,,{7C9DB45A-AC14-4AB0-8C50-74F6B1D5FCDB},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2583,1294,Person in distress,GALWAY,10:05:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,270,CALM,2016/04/03 00:00:00+00,,{962E7075-6A51-466E-B6CF-01602E089984},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9,53.2583,1295,Person in distress,GALWAY,18:00:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,FAIR,CLOUDY,CHOPPY,CLOUDY,FAIR,315,CHOPPY,2016/04/06 00:00:00+00,,{981E00CD-DC11-4FB3-99D2-53D433CF428A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2667,1297,Person in distress,GALWAY,12:30:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,0,SMOOTH,2016/03/13 00:00:00+00,,{898E981A-3D48-4637-BA90-1AA05FE64C08},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2667,1298,Person in distress,GALWAY,16:00:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,135,SLIGHT,2016/04/02 00:00:00+00,,{238C990D-B115-4BCB-98B0-8B1EBFA23B81},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2667,1299,Person in distress,GALWAY,18:00:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,CLOUDY,CHOPPY,CLOUDY,GOOD,135,CHOPPY,2016/04/02 00:00:00+00,,{471CE96C-D402-4387-B577-E0DE725DB53E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0667,53.185,1538,Motorboating - Other reason,GALWAY,12:54:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Powered boat,Stranding or grounding,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,,CALM,2016/04/12 00:00:00+00,,{9C51EE0C-9999-40F9-A7C2-0F0DF4BF2780},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.3067,53.2333,1547,Angling from boat - Other reason,GALWAY,18:08:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Fishing Vessel (Leisure),Machinery failure,Rendered assistance,FISHING (LEISURE),GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,90,SMOOTH,2016/04/21 00:00:00+00,,{85C41BE6-0820-4216-9AAD-E6BE3A44EADE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2667,2723,Waterside activity - On shore,GALWAY,12:23:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,CHOPPY,CLOUDY,GOOD,135,CHOPPY,2016/04/02 00:00:00+00,,{6A282526-695F-4FC1-A81A-BE761805BCAE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2667,2938,Person in distress,GALWAY,21:31:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Others assisted casualty,SUSPECTED SELF HARM,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,225,SMOOTH,2016/04/23 00:00:00+00,,{41BAE4AB-6CAE-40B6-AE47-27C2748778CF},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0547,53.27,2939,Person in distress,GALWAY,16:07:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Unsuccessful search,SUSPECTED SELF HARM,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,45,SMOOTH,2016/04/28 00:00:00+00,,{496FE288-6F97-487F-8C2B-C9D38741B603},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9867,53.2417,2940,Person in distress,GALWAY,15:30:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person recovery,Rendered assistance,SUSPECTED SELF HARM,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,0,CALM,2016/04/29 00:00:00+00,,{5451A41B-1241-4D8F-9910-FD3FF0CF5854},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0083,53.2617,2979,Waterside activity - In water,GALWAY,15:19:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Resolved unaided,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,135,SLIGHT,2016/05/08 00:00:00+00,,{B70530DA-D43A-4610-BB78-72D13D2DCBEA},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05,53.2583,2982,Other - Trapped on shore,GALWAY,16:22:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person on island,Cut off by tide,Others assisted casualty,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,135,SMOOTH,2016/05/09 00:00:00+00,,{73C0BB03-9DE8-4ECD-9D03-7B87154C80B3},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0833,53.2533,2983,Motorboating - Other reason,GALWAY,13:53:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Powered boat,Vessel unsure of position,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,EXCELLENT,CLEAR SKY,CALM,CLEAR SKY,EXCELLENT,,CALM,2016/05/15 00:00:00+00,,{30867551-CF7A-4155-BE36-FC9EB3D0F2E2},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0667,53.2533,2985,Motorboating - Other reason,GALWAY,14:05:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Powered boat,Machinery failure,Rendered assistance,MOTORBOATING,EXCELLENT,CLEAR SKY,CALM,CLEAR SKY,EXCELLENT,,CALM,2016/05/15 00:00:00+00,,{F68E9EB7-E701-45DA-A364-93012C0574AF},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0417,53.2667,2989,Person in distress,GALWAY,22:49:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person in distress,Others assisted casualty,SUSPECTED SELF HARM,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,0,SMOOTH,2016/05/24 00:00:00+00,,{3F651B66-7E13-4C2E-997C-7380AD75E279},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.3555,53.2333,2990,Swimmers,GALWAY,16:25:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Resolved unaided,SWIMMING,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,315,SMOOTH,2016/06/02 00:00:00+00,,{98777159-325B-4289-97F3-A4A6124129D4},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0033,53.2417,3005,Motorboating - Other reason,GALWAY,19:21:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Powered boat,Thought to be in trouble,Resolved unaided,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,,CALM,2016/06/06 00:00:00+00,,{B925421F-ACEE-4951-BCE8-2A38DCC52B43},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0833,53.2533,3105,Swimmers,GALWAY,21:41:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Resolved unaided,SWIMMING,FAIR,PART CLOUDY,SLIGHT,PART CLOUDY,FAIR,0,SLIGHT,2016/06/16 00:00:00+00,,{099C7E1D-9704-49FF-A69C-2DEBA1DA1317},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0167,53.2667,3817,Small craft - Kayak and canoeing,GALWAY,18:45:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Canoe/Kayak,Thought to be in trouble,Resolved unaided,KAYAKING/CANOEING (SIT ON TOP),EXCELLENT,CLEAR SKY,SLIGHT,CLEAR SKY,EXCELLENT,270,SLIGHT,2016/07/03 00:00:00+00,,{5D94E0E8-CB9D-44CD-9F84-4A577F53CC22},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0033,53.25,3823,Hoax and false alarm,GALWAY,11:55:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Thought to be in trouble,False alarm,SAILING,FAIR,CLOUDY,ROUGH,CLOUDY,FAIR,180,ROUGH,2016/07/09 00:00:00+00,,{5345D38C-E05A-4F7A-A114-39E617B94A67},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1,53.2383,5992,Hoax and false alarm,GALWAY,19:02:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Thought to be in trouble,False alarm,SAILING,FAIR,CLOUDY,CHOPPY,CLOUDY,FAIR,225,CHOPPY,2016/08/21 00:00:00+00,,{F22A0CBF-0F4A-4330-94E8-CDAFDD521328},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9617,53.2417,6153,Sailing - Other reason,GALWAY,18:17:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Stranding or grounding,Rendered assistance,AT ANCHOR / MOORED / ALONGSIDE,GOOD,CLOUDY,ROUGH,CLOUDY,GOOD,270,ROUGH,2016/08/20 00:00:00+00,,{F5FBE9C8-1C5E-431D-9510-FEAACBB8BF15},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1567,53.1333,6165,Sailing - Other reason,GALWAY,17:22:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Stranding or grounding,Others assisted casualty,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,135,SLIGHT,2016/08/16 00:00:00+00,,{1105C5F4-8772-4C6C-BF11-1E0473D89DD4},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.9617,53.1717,6168,Small craft - Kayak and canoeing,GALWAY,15:30:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Canoe/Kayak,Capsize,Rendered assistance,KAYAKING/CANOEING (SIT IN),GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,180,CALM,2016/07/21 00:00:00+00,,{CCD24C94-4743-498D-8B65-E6D504CDA683},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05,53.2633,6170,Swimmers,GALWAY,12:50:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Resolved unaided,SWIMMING,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,270,SMOOTH,2016/08/06 00:00:00+00,,{DD9128D8-0C30-494A-8B8D-6B6B9CA4A793},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.135,53.1533,6453,Sailing - Other reason,GALWAY,14:19:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Yacht with engine,Stranding or grounding,Rendered assistance,SAILING,GOOD,OVERCAST,SLIGHT,OVERCAST,GOOD,315,SLIGHT,2016/07/30 00:00:00+00,,{B2AC053C-40BC-471B-9515-44C665401B7F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0783,53.2567,7759,Hoax and false alarm,GALWAY,15:36:00,2016,ATLANTIC 85,B-853,ILB,LEISURE,Canoe/Kayak,Thought to be in trouble,False alarm,KAYAKING/CANOEING (SIT IN),GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2016/10/02 00:00:00+00,,{045E484B-8EB7-4FE4-8355-1A5B24FE4B82},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0208,53.2037,7761,Commercial fishing - Man overboard,GALWAY,15:45:00,2016,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Man overboard,Rendered assistance,FISHING (COMMERCIAL),GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,135,SLIGHT,2016/09/07 00:00:00+00,,{C52079E0-7A18-45CD-AA2F-CA30CF945D87},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1072,53.1585,8309,Commercial fishing - Other reasons,GALWAY,14:54:00,2016,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Fouled propeller / impeller,Rendered assistance,FISHING (COMMERCIAL),GOOD,CLOUDY,CHOPPY,CLOUDY,GOOD,315,CHOPPY,2016/11/08 00:00:00+00,,{4C88F4FA-4A6F-42C6-96F6-C4CC3244004E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05,53.2567,8310,Waterside activity - On shore,GALWAY,00:29:00,2016,ATLANTIC 85,B-853,ILB,PEOPLE,Person (other),Person missing,Others assisted casualty,NOT KNOWN / NOT RELEVANT / OTHER,FAIR,CLEAR SKY,CALM,CLEAR SKY,FAIR,23,CALM,2016/11/25 00:00:00+00,,{F2CC62A4-463E-41EB-A607-60C8590FA2B6},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0883,53.2575,9234,Person in distress,GALWAY,01:08:00,2015,ATLANTIC 85,B-853,ILB,PEOPLE,Person on man made structure,Person in distress,Rendered assistance,SUSPECTED SELF HARM,FAIR,PART CLOUDY,CHOPPY,PART CLOUDY,FAIR,135,CHOPPY,2015/01/05 00:00:00+00,,{CF11D19E-D5FC-4D15-A709-AA4EE60BE1CC},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0233,53.2604,9484,Hoax and false alarm,GALWAY,19:35:00,2008,,B-738,ILB,PEOPLE,Person on island,Stranded,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CHOPPY,PART CLOUDY,GOOD,135,CHOPPY,2008/01/09 00:00:00+00,,{25855F0D-0862-4050-AE87-4104675EAFEF},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0522,53.2557,9545,Person in distress,GALWAY,22:20:00,2009,,B-738,ILB,PEOPLE,Person in water,In danger of drowning,Rendered assistance,SUSPECTED SELF HARM,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,225,SMOOTH,2009/01/08 00:00:00+00,,{7089A9DC-89AE-45F3-A6C1-2F2894A9D503},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.029,53.1905,9916,Commercial fishing - Other reasons,GALWAY,16:00:00,2009,,B-738,ILB,COMMERCIAL,Fishing Vessel,Machinery failure,Rendered assistance,COMMERCIAL ACTIVITY,GOOD,CLOUDY,ROUGH,CLOUDY,GOOD,270,ROUGH,2009/01/15 00:00:00+00,,{432476F1-5310-4CC9-ADB1-AC365E88546A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0467,53.2583,9938,Waterside activity - In water,GALWAY,19:12:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,270,CALM,2012/01/12 00:00:00+00,,{430D0F3C-D9A1-4229-9274-AFF104CB390A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0467,53.2583,9946,Person in distress,GALWAY,03:20:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,Unsuccessful search,NOT KNOWN / NOT RELEVANT / OTHER,POOR,OVERCAST,CALM,OVERCAST,POOR,315,CALM,2012/01/08 00:00:00+00,,{6221CF41-E56F-4A9B-8BB3-5260BA310F1D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0196,53.2525,10311,Hoax and false alarm,GALWAY,18:52:00,2011,ATLANTIC 75,B-757,ILB,OTHER,Distress signals,Thought to be in trouble,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLEAR SKY,CALM,CLEAR SKY,GOOD,,CALM,2011/01/18 00:00:00+00,,{5738A862-BDD9-4ADB-9D4A-49F819553E88},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0067,53.23,10315,Hoax and false alarm,GALWAY,15:00:00,2015,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person recovery,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,180,CALM,2015/01/21 00:00:00+00,,{3AFDBE90-D01F-491E-B4A0-CBDA1FDD603F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0488,53.2456,10443,Small craft - Wind surf,GALWAY,15:05:00,2010,,B-738,ILB,LEISURE,Sailboard,Vessel overdue,Rendered assistance,WINDSURFING / KITE SURFING,EXCELLENT,CLEAR SKY,CALM,CLEAR SKY,EXCELLENT,270,CALM,2010/01/16 00:00:00+00,,{47B12CB4-4249-4CAB-AD32-2A516F3959D5},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1433,53.2417,10562,Hoax and false alarm,GALWAY,10:00:00,2012,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,In danger of drowning,False alarm,NOT KNOWN / NOT RELEVANT / OTHER,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,180,SLIGHT,2012/01/17 00:00:00+00,,{FF4F170E-9680-411A-88D6-128A485A34DB},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0157,53.259,10691,Walker - Trapped on shore,GALWAY,13:36:00,2010,,B-738,ILB,PEOPLE,Person on island,Stranded,Rendered assistance,WALKING,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,0,CALM,2010/01/29 00:00:00+00,,{55CCBA2F-DFCA-431E-8F3E-BB754EB74057},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.1598,53.2458,10740,Waterside activity - On shore,GALWAY,12:40:00,2013,ATLANTIC 85,B-853,ILB,PEOPLE,Person in water,Person missing,Rendered assistance,NOT KNOWN / NOT RELEVANT / OTHER,FAIR,OVERCAST,CHOPPY,OVERCAST,FAIR,180,CHOPPY,2013/01/24 00:00:00+00,,{FCDC23C2-F4C2-4AC2-8FEE-EBADE50742AB},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
